customer_id,customer_name,phone_number,email,registered_pincode,registered_city,registered_state,signup_date,acquisition_channel
CUST000118,Ramesh Patel,Check Number,pooja.das587@rediffmail.com,753065,Cuttack,Odisha,2024-04-25,Facebook Ads
CUST000119,Neha Bhatt,7325367294,ayesha.mishra78@gmail.com,580095,Hubli,Karnataka,2025-12-03,Organic Search
CUST000120,Anil Sharma,6751863637,pooja.chatterjee561@yahoo.com,506062,Warangal,Telangana,2025-03-03,Referral
CUST000121,Deepak Sharma,6632424154,N/A,121080,Faridabad,Haryana,2024-05-01,Organic Search
CUST000122,Gurpreet Singh,7870051627,N/A,834047, Ranchi ,Jharkhand,2025-10-31,Unknown
CUST000123,Arjun Rathore,7753269731,ishaan.menon127@outlook.com,682054,Kochi,Kerala,2025-09-08,Facebook Ads
CUST000124,Sunil Pillai,6438983640,myra.chauhan396@gmail.com,462081,Bhopal,Madhya Pradesh,2024-05-27,Instagram Ads
CUST000125,Ayesha Bhatt,7710910430,ravi.rathore294@outlook.com,842051,Muzaffarpur,Bihar,2025-09-19,Facebook Ads
CUST000126,Sneha Gupta,7856914630,ramesh.singh465@gmail.com,282094,Agra,Uttar Pradesh,2025-11-08,Unknown
CUST000127,Aarav Patel,8252410564,priya.sheikh999@gmail.com,141065,Ludhiana,Punjab,2024-02-14,Facebook Ads
CUST000128,Priya Menon,7800030756,diya.malhotra984@gmail.com,713091,Asansol,West Bengal,2025-08-24,Facebook Ads
CUST000129,Mohammed Iyer,6802380617,N/A,58005,Hubli,Karnataka,2024-01-26,Unknown
CUST000130,Deepak Mukherjee,7832060385,N/A,753084,Cuttack,Odisha,2025-05-29,Referral
CUST000131,Myra Yadav,Missing,N/A,226029,Lucknow,Uttar Pradesh,2024-08-08,Instagram Ads
CUST000132,Sai Desai,6990623445,ravi.sheikh852@rediffmail.com,625034,Madurai,Tamil Nadu,2023-12-29,WhatsApp Reseller
CUST000133,Reyansh Patel,6853747411,N/A,121041,Faridabad,Haryana,2025-08-26,Organic Search
CUST000134,Riya Das,Missing,N/A,380013,Ahmedabad,Gujarat,2025-12-13,Facebook Ads
CUST000135,Ravi Mukherjee,6994101372,N/A,313073,Udaipur,Rajasthan,2023-10-12,Referral
CUST000136,Ramesh Patel,8472099934,manoj.chauhan63@gmail.com,560017,Bengaluru,Karnataka,2024-03-04,Facebook Ads
CUST000137,Rekha Naidu,9875985642,N/A,781060,Guwahati,Assam,2023-11-03,Facebook Ads
CUST000138,Tanvi Nair,6396522395,simran.mukherjee936@gmail.com,121045,Faridabad,Haryana,2025-05-24,Facebook Ads
CUST000139,Sneha Patel,7930870593,N/A,506018,Warangal,Telangana,2024-07-26,WhatsApp Reseller
CUST000140,Zoya Sheikh,6545226752,manoj.sheikh911@rediffmail.com,713075,Asansol,West Bengal,2025-11-19,Unknown
CUST000141,Diya Pillai,6295939172,N/A,800011,Patna,Bihar,2025-09-24,Instagram Ads
CUST000142,Priya Reddy,6006762676,ayesha.singh849@outlook.com,641073,Coimbatore,Tamil Nadu,2026-01-21,Organic Search
CUST000143,Aditya Das,8262181599,gurpreet.sharma442@yahoo.com,110055,New Delhi,Delhi,2023-11-06,Organic Search
CUST000144,Harpreet Malhotra,8431069872,aarav.yadav90@rediffmail.com,695080,Thiruvananthapuram,Kerala,2024-07-14,Facebook Ads
CUST000145,Pooja Gupta,9774186256,vikas.verma270@outlook.com,302028,Jaipur,Rajasthan,2024-04-19,Unknown
CUST000146,Sai Ansari,7806868793,sai.banerjee925@gmail.com,831066,Jamshedpur,Jharkhand,2025-10-25,Facebook Ads
CUST000147,Vikas Patel,7320616329,N/A,160071,Chandigarh,Chandigarh,2023-12-19,WhatsApp Reseller
CUST000148,Aarav Naidu,9162299911,reyansh.naidu293@rediffmail.com,625033,Madurai,Tamil Nadu,2023-08-22,Organic Search
CUST000149,Neha Banerjee,6653074505,sneha.das288@outlook.com,440087,Nagpur,Maharashtra,2025-08-09,Instagram Ads
CUST000150,Mohammed Iyer,6373678508,N/A,641067,Coimbatore,Tamil Nadu,2023-12-02,Referral
CUST000151,Deepak Verma,8578610357,diya.bhatt486@rediffmail.com,201033,Ghaziabad,Uttar Pradesh,2025-12-30,Referral
CUST000152,Ananya Bhatt,7334680072,sunil.naidu9@yahoo.com,560039,Bengaluru,Karnataka,2025-12-13,Organic Search
CUST000153,Farhan Mishra,9910858994,reyansh.chauhan66@rediffmail.com,560081,Bengaluru,Karnataka,2023-09-13,Unknown
CUST000154,Saanvi Kumar,6965207446,jaspreet.verma598@yahoo.com,834091,Ranchi,Jharkhand,2025-04-02,Unknown
CUST000155,Sneha Bhatt,8172482513,jaspreet.bhatt315@outlook.com,734042,Siliguri,West Bengal,2024-08-31,Referral
CUST000156,Shreya Desai,9381684602,N/A,500091,Hyderabad,Telangana,2025-12-09,Instagram Ads
CUST000157,Aarav Mishra,7712966667,aditya.joshi205@rediffmail.com,781041,Guwahati,Assam,2025-12-04,Unknown
CUST000158,Harpreet Nair,6689421044,kavita.shah537@rediffmail.com,400087,Mumbai,Maharashtra,2024-05-01,Instagram Ads
CUST000159,Ravi Sharma,6982150648,sunil.verma678@gmail.com,31300,Udaipur,Rajasthan,2025-08-17,WhatsApp Reseller
CUST000160,Simran Kumar,Missing,suresh.ansari104@rediffmail.com,221089,Varanasi,Uttar Pradesh,2024-10-04,WhatsApp Reseller
CUST000161,Pooja Singh,7483564208,aadhya.sheikh956@outlook.com,75300,Cuttack,Odisha,2025-10-04,Facebook Ads
CUST000162,Lakshmi Gupta,8374470120,zoya.naidu694@rediffmail.com,122014,Gurugram,Haryana,2023-11-26,Referral
CUST000163,Isha Patel,8155216674,simran.bhatt490@outlook.com,141021,Ludhiana,Punjab,2024-03-24,Facebook Ads
CUST000164,Anil Chauhan,7965902771,vikas.verma65@rediffmail.com,121001,Faridabad,Haryana,2024-12-02,WhatsApp Reseller
CUST000165,Tanvi Bhatt,6637562890,ananya.rathore870@outlook.com,452021,Indore,Madhya Pradesh,2025-06-17,Instagram Ads
CUST000166,Lakshmi Nair,7177971775,N/A,282052,Agra,Uttar Pradesh,2025-12-12,WhatsApp Reseller
CUST000167,Lakshmi Joshi,8037589975,N/A,781045,Guwahati,Assam,2025-03-27,WhatsApp Reseller
CUST000168,Simran Singh,9149331637,saanvi.sheikh347@gmail.com,395005,Surat,Gujarat,2025-01-15,Referral
CUST000169,Tanvi Desai,9080869782,N/A,641084,Coimbatore,Tamil Nadu,2024-10-21,Organic Search
CUST000170,Simran Menon,8722698485,N/A,580091,Hubli,Karnataka,2024-05-19,Facebook Ads
CUST000171,Lakshmi Joshi,6587996846,N/A,83408,Ranchi,Jharkhand,2025-08-03,Unknown
CUST000172,Vihaan Sheikh,6571983863,simran.das710@gmail.com,221049,Varanasi,Uttar Pradesh,2025-09-05,Instagram Ads
CUST000173,Aarav Pillai,9359893347,riya.gupta192@yahoo.com,462015,Bhopal,Madhya Pradesh,2025-12-08,Instagram Ads
CUST000174,Anil Bhatt,7025909479,arjun.naidu725@rediffmail.com,141023,Ludhiana,Punjab,2025-08-21,Organic Search
CUST000175,Ravi Gupta,8554398780,farhan.mishra247@yahoo.com,360087,Rajkot,Gujarat,2024-08-01,Organic Search
CUST000176,Harpreet Das,Check Number,sandeep.joshi547@gmail.com,221026,Varanasi,Uttar Pradesh,2024-07-28,Organic Search
CUST000177,Rekha Rao,9120750110,priya.joshi73@yahoo.com,121052,Faridabad,Haryana,2025-07-06,Instagram Ads
CUST000178,Riya Singh,6901581449,amit.malhotra449@outlook.com,41108,Pune,Maharashtra,2024-12-30,Organic Search
CUST000179,Shreya Kumar,8088210099,manoj.gupta313@yahoo.com,360092,Rajkot,Gujarat,2025-04-05,WhatsApp Reseller
CUST000180,Diya Nair,6290878141,saanvi.pillai595@outlook.com,143045,Amritsar,Punjab,2025-08-21,Instagram Ads
CUST000181,Saanvi Chatterjee,8929955620,kiara.sheikh758@outlook.com,753046,Cuttack,Odisha,2025-11-22,Organic Search
CUST000182,Sandeep Das,6428341108,anil.desai415@yahoo.com,641070,Coimbatore,Tamil Nadu,2025-01-30,Organic Search
CUST000183,Rohit Mukherjee,8278816580,pankaj.ansari170@yahoo.com,834022,Ranchi,Jharkhand,2023-12-01,Unknown
CUST000184,Aditya Nair,8530385677,aditya.khan332@gmail.com,500066,Hyderabad,Telangana,2025-01-30,Instagram Ads
CUST000185,Rajesh Patel,6846386557,sunil.sharma514@yahoo.com,474029,Gwalior,Madhya Pradesh,2024-07-24,Facebook Ads
CUST000186,Zoya Shah,7651777392,N/A,342075,Jodhpur,Rajasthan,2025-08-24,WhatsApp Reseller
CUST000187,Ananya Iyer,9990413797,ananya.nair851@outlook.com,143074,Amritsar,Punjab,2025-12-06,WhatsApp Reseller
CUST000188,Harpreet Ansari,6366210388,rohit.shah99@yahoo.com,221078,Varanasi,Uttar Pradesh,2025-08-14,WhatsApp Reseller
CUST000189,Sunita Ansari,9865086376,jaspreet.malhotra780@gmail.com,160032,Chandigarh,Chandigarh,2025-10-29,Instagram Ads
CUST000190,Rekha Yadav,6981806356,rohit.yadav668@rediffmail.com,751068,Bhubaneswar,Odisha,2023-08-19,Unknown
CUST000191,Aadhya Yadav,7588744956,tanvi.singh766@yahoo.com,570089,Mysuru,Karnataka,2023-12-21,WhatsApp Reseller
CUST000192,Riya Sheikh,6279611435,aditya.pillai394@outlook.com,753066,Cuttack,Odisha,2024-02-19,Facebook Ads
CUST000193,Vikas Sharma,8309883920,isha.sharma162@gmail.com,781099,Guwahati,Assam,2024-09-13,WhatsApp Reseller
CUST000194,Aarav Pillai,8895543937,rajesh.sharma268@yahoo.com,313013,Udaipur,Rajasthan,2024-08-20,Referral
CUST000195,Rekha Rao,9697357790,priya.gupta392@yahoo.com,380029,Ahmedabad,Gujarat,2025-05-14,WhatsApp Reseller
CUST000196,Simran Rao,8182755394,jaspreet.ansari953@yahoo.com,360025,Rajkot,Gujarat,2026-01-23,Facebook Ads
CUST000197,Myra Rao,6117908075,geeta.agarwal903@rediffmail.com,208097,Kanpur,Uttar Pradesh,2025-07-09,WhatsApp Reseller
CUST000198,Kavita Naidu,6856271875,aarav.ansari216@outlook.com,141041,Ludhiana,Punjab,2025-12-08,WhatsApp Reseller
CUST000199,Neha Chauhan,7763655647,ishaan.desai703@yahoo.com,221092,Varanasi,Uttar Pradesh,2025-06-04,Organic Search
CUST000200,Jaspreet Kumar,Missing,suresh.chauhan138@rediffmail.com,313038,Udaipur,Rajasthan,2025-09-05,Organic Search
CUST000201,Ananya Verma,6754558845,krishna.mukherjee889@yahoo.com,121083,Faridabad,Haryana,2024-02-25,Instagram Ads
CUST000202,Lakshmi Chauhan,6694722569,arjun.gupta166@rediffmail.com,842040,Muzaffarpur,Bihar,2024-03-14,Unknown
CUST000203,Vikas Menon,9622023413,reyansh.singh66@outlook.com,570003,Mysuru,Karnataka,2025-04-30,Referral
CUST000204,Rohit Gupta,8334722820,farhan.bhatt938@rediffmail.com,221059,Varanasi,Uttar Pradesh,2024-05-10,WhatsApp Reseller
CUST000205,Simran Joshi,9884578317,N/A,641066,Coimbatore,Tamil Nadu,2025-09-16,Instagram Ads
CUST000206,Aarav Sheikh,9406493085,N/A,500094,Hyderabad,Telangana,2024-08-03,Instagram Ads
CUST000207,Shreya Nair,8484631224,deepak.shah464@rediffmail.com,122062,Gurugram,Haryana,2024-11-26,Referral
CUST000208,Pooja Iyer,Missing,N/A,342053,Jodhpur,Rajasthan,2025-10-20,Organic Search
CUST000209,Aditya Chatterjee,8618723460,sandeep.sheikh255@outlook.com,695056,Thiruvananthapuram,Kerala,2023-11-14,Organic Search
CUST000210,Tanvi Reddy,8520881474,vihaan.bhatt683@yahoo.com,121030,Faridabad,Haryana,2024-08-17,Instagram Ads
CUST000211,Ravi Naidu,9925132719,amit.khan62@gmail.com,474019,Gwalior,Madhya Pradesh,2025-10-02,Organic Search
CUST000212,Manoj Naidu,9306524077,rekha.sheikh502@yahoo.com,208069,Kanpur,Uttar Pradesh,2025-03-14,WhatsApp Reseller
CUST000213,Arjun Rathore,8708620959,N/A,462087,Bhopal,Madhya Pradesh,2025-08-21,Instagram Ads
CUST000214,Isha Chatterjee,7203173109,N/A,842028,Muzaffarpur,Bihar,2024-12-09,Unknown
CUST000215,Sai Mishra,9509480141,kavita.singh104@yahoo.com,506024,Warangal,Telangana,2023-10-03,Unknown
CUST000216,Jaspreet Joshi,8761228685,rekha.shah454@rediffmail.com,342070,Jodhpur,Rajasthan,2024-07-10,Organic Search
CUST000217,Harpreet Chatterjee,Check Number,sunil.sharma531@yahoo.com,781XX8,Guwahati,Assam,2024-11-18,Referral
CUST000218,Neha Malhotra,7107522459,priya.naidu308@gmail.com,695072,Thiruvananthapuram,Kerala,2023-10-13,Instagram Ads
CUST000219,Geeta Rao,6940961055,ramesh.yadav953@gmail.com,500029,Hyderabad,Telangana,2025-08-08,Unknown
CUST000220,Vihaan Das,7583206799,N/A,781043,Guwahati,Assam,2025-01-06,WhatsApp Reseller
CUST000221,Sai Banerjee,7278376938,N/A,570099,Mysuru,Karnataka,2025-05-09,Referral
